company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
ALAYA FABRICES,India (IN),"Accessories, Home Textiles",,G. Ravi,alaya.ravi@gmail.com,,EGL133459,Ecocert Greenlife,2023-12-31,"Carried accessories (PC0011) Bags
Home textiles (PC0010) Towels
Worn accessories (PC0012) Scarves
handbags
kitchen linen
pouches (PD0024) 100% organic cotton (RM0104)
shawls
toilet linen (PD0017) 100% organic cotton (RM0104)
totes
veils (PD0028) 100% organic cotton (RM0104)"
ALB IC VE DIS TICARET TEKSTIL GIYIM SANAYI LIMITED SIRKETI,Turkey (TR),"Ladieswear, Children's wear, Men's wear",,Atalay Keskin,,"Guzelyali Mah. Erdil Sk. No: 26 Ic, Pendik,",GCL-301651,GCL International,2024-05-30,"Women's Apparel (PC0002) [Active wear
sportswear (PD0008) 100% Organic Cotton (RM0104) ] Children's Apparel (PC0004)[ Active wear
sportswear (PD0008) 100% Organic Cotton (RM0104) ] Men's Apparel (PC0001) [Active wear
sportswear (PD0008) 100% Organic Cotton (RM0104) ] Women's Apparel (PC0002)[ Active wear
sportswear (PD0008) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)] Children's Apparel (PC0004) [Active wear
sportswear (PD0008) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) ]
sportswear (PD0008) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) ] Men's Apparel (PC0001)[ Active wear"
Albert Schäfer Strumpffabrik GmbH,Germany (DE),"Garments, Socks",,,info@strumpffabrik-schaefer.de,,BCS 27057,BCS,2024-09-30,"Babies apparel - Socks
Babies apparel - Socks
Children’s apparel - Socks
Children’s apparel - Socks
Unisex apparel - Socks - Made with organic
hosiery - Made with organic
hosiery - Organic
leggings - Made with organic
leggings - Organic
tights
tights"
ALBISETTI INDUSTRIES SRL,Italy (IT),Garments,,TOMMASO ANTONIO BIANCHI,tommaso.bianchi@albisettiindustries.it,"Bastioni di Porta Nuova, 21",ICEA-TX-1975,ICEA Istituto per la Certificazione Etica e Ambientale,2024-06-23,"Unisex apparel (PC0005)
Women's apparel (PC0002)"
ALCOT FABRICS,India (IN),"Accessories, Home Textiles",,,info@alcotfabrics.net,KARUR 639001 Tamil Nadu INDIA,279808,Ecocert Greenlife,2024-06-21,"Carried accessories (PC0011)
Home textiles (PC0010)
Personal care hygiene (PC0013)"
Ald Tekstil San. Ve Tic.A.s,Turkey (TR),Fabrics,,,,Demirtas Dumlupinar Osb Mah. Papatya Sok. No:29 Osmangazi,ETKO 00004606,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2024-03-23,Woven fabrics(PD0059)
ALDA TÊXTEIS LDA,Portugal (PT),Home Textiles,,,,,CB-GOTS-CUC-03- 1032080,Control Union Certifications,2024-07-18,"Home textiles (PC0010) Pillows
bed sheets (PD0015) Greige fabrics (PC0026) Woven fabrics (PD0059)
cushions (PD0023) Home textiles (PC0010) Bed linen"
Aldoar - Empresa de Confecções Ldª,Portugal (PT),"Garments, Men's wear",,,isabel@aldoar.com,,CB-GOTS-CUC-03- 1076012,Control Union Certifications,2024-05-01,"Men's apparel (PC0001) T-shirts
singlets (PD0007) 100.0%Organic Cotton (RM0104) Organic
singlets (PD0007) 100.0%Organic Cotton (RM0104) Organic Women's apparel (PC0002) Dresses
skirts (PD0011) 100.0%Organic Cotton (RM0104) Organic Women's apparel (PC0002) T-shirts"
ALEF TEKSTIL SAN. DIS.TIC. A.S.,Turkey (TR),"Ladieswear, Men's wear",,,,Yarimburgaz Mahallesi 1.Sahin Sokak No:32 Ic Kapi No:6 Kucukcekmece,USB 003467,USB Certification,2024-04-05,"Sweaters
cardigans (PD0004) - 100% organic cotton (RM0104)
pullovers"
Alema Textiles Ltd,Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Fabrics, Men's wear",,,,Bashan Sarak Vogra,ETKO 00004220,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2024-01-31,"Knitted fabrics (PD0058)T-shirts
singlets(PD0007)Pants
trousers (PD0003)"
ALESILK SAS,Italy (IT),"Fabrics, Yarns",,Massimo Valli,style@alesilk.it,,ICEA-TX-351,ICEA Istituto per la Certificazione Etica e Ambientale,2024-11-12,"Dyed fabrics (PC0025)
Greige yarns (PC0030)
Undyed fabrics (PC0027)"
ALESSANDERX SpA,Italy (IT),Fabrics,,,,,ICEA-TX-275,ICEA Istituto per la Certificazione Etica e Ambientale,2024-05-19,Fabrics (PC0028)
ALEXANDRE TURPAULT,France (FR),Home Textiles,,,jebert@vanderschooten.com,,EGL/123840/GOTS/1495829/1,Ecocert Greenlife,2023-12-31,"Bed sheets
Towels"
"ALEXANDROS GARMENT TREATMENTS, S.A.",Greece (GR),Garments,,MARIA GIANNI,mariagianni@yahoo.com,,ICEA-TX-1614,ICEA Istituto per la Certificazione Etica e Ambientale,2024-07-22,Unisex denim apparel (PC0009)
Alfa Patterns (Bangladesh) Limited,Bangladesh (BD),"Babywear, Ladieswear, Men's wear",,,,,CERES-0635,Ceres,2024-03-06,"Pants
trousers (PD0003)"
Alfa Shirt BVBA,Belgium (BE),Garments,,,,,839911,Control Union Certifications,2024-12-01,Screen printed T-shirt - 100% Organic Cotton
Alfaz Enterprise,Pakistan (PK),"Ladieswear, Men's wear",,,,"F-413/A, SITE",1007772,Control Union Certifications,2024-09-04,"Unisex apparel (PC0005) Overcoats
cardigans (PD0004) 70.0% Organic Cotton (RM0104) 30.0% Recycled pre/post-consumer Polyester (RM0187) Unisex apparel (PC0005) T-shirts
jackets
pullovers
singlets (PD0007) 100.0% Organic Cotton (RM0104)
trousers (PD0003) 100.0% Organic Cotton (RM0104) Unisex apparel (PC0005) Pants
trousers (PD0003) 70.0% Organic Cotton (RM0104) 30.0% Recycled pre/post-consumer Polyester (RM0187) Unisex apparel (PC0005) Sweaters
vests (PD0001) 30.0% Recycled pre/post-consumer Polyester (RM0187) 70.0% Organic Cotton (RM0104) Unisex apparel (PC0005) Pants"
Alfine Knit Pvt. Ltd.,India (IN),"Fabrics, Garments, Yarns",,Mr. Sudhir Kumar,sudhir@alfineknit.com,"SFA 115, Kalampalayam Pirivu, Pongupalayam Post,",CU 863105,Control Union Certifications,2024-02-23,"Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100.0% Organic Cotton (RM0104)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 95% Organic Cotton (RM0104) + 5% Recycled pre/post-consumer Polyester (RM0187)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)
Babies' apparel (PC0003) / T-shirts
Children's apparel (PC0004) / Dresses
Children's apparel (PC0004) / Dresses
Children's apparel (PC0004) / Dresses
Children's apparel (PC0004) / Dresses
Children's apparel (PC0004) / Dresses
Children's apparel (PC0004) / Shirts
Children's apparel (PC0004) / Shirts
Children's apparel (PC0004) / Shirts
Children's apparel (PC0004) / Shirts
Children's apparel (PC0004) / T-shirts
Children's apparel (PC0004) / T-shirts
Children's apparel (PC0004) / T-shirts
Children's apparel (PC0004) / T-shirts
Children's apparel (PC0004) / T-shirts
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 93% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) + 2% Recycled pre/post-consumer Polyester (RM0187)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
Dyed yarns (PC0029) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Dyed yarns (PC0029) / Normally combed yarns (PD0102) - 98% Organic Cotton (RM0104) + 2% Recycled pre/post-consumer Polyester (RM0187)
Fabrics (PC0028) / Special fabrics (PD0063) - 100% Organic Cotton (RM0104)
Fabrics (PC0028) / Special fabrics (PD0063) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 93% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) + 2% Recycled pre/post-consumer Polyester (RM0187)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 98% Organic Cotton (RM0104) + 2% Recycled pre/post-consumer Polyester (RM0187)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 98% Organic Cotton (RM0104) + 2% Recycled pre/post-consumer Polyester (RM0187)
Greige yarns (PC0030) / Super combed yarns (PD0068) - 100% Organic Cotton (RM0104)
Men's apparel (PC0001) / T-shirts
Men's apparel (PC0001) / T-shirts
Men's apparel (PC0001) / T-shirts
Men's apparel (PC0001) / T-shirts
Men's apparel (PC0001) / T-shirts
Printed fabrics (PC0039) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)
Printed fabrics (PC0039) / Knitted fabrics (PD0058) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / T-shirts
blouses (PD0005) - 100.0% Organic Cotton (RM0104)
blouses (PD0005) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
blouses (PD0005) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
blouses (PD0005) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)
singlets (PD0007) - 100% Organic Cotton (RM0104)
singlets (PD0007) - 100% Organic Cotton (RM0104)
singlets (PD0007) - 100.0% Organic Cotton (RM0104)
singlets (PD0007) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
singlets (PD0007) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
singlets (PD0007) - 95% Organic Cotton (RM0104) + 5% Recycled pre/post-consumer Polyester (RM0187)
singlets (PD0007) - 95% Organic Cotton (RM0104) + 5% Recycled pre/post-consumer Polyester (RM0187)
singlets (PD0007) - 95% Organic Cotton (RM0104) + 5% Recycled pre/post-consumer Polyester (RM0187)
singlets (PD0007) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
singlets (PD0007) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
singlets (PD0007) - 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160)
singlets (PD0007) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)
skirts (PD0011) - 100.0% Organic Cotton (RM0104)
skirts (PD0011) - 100.0% Organic Cotton (RM0104)
skirts (PD0011) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
skirts (PD0011) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
skirts (PD0011) - 95% Organic Cotton (RM0104) + 5% Recycled pre/post-consumer Polyester (RM0187)
skirts (PD0011) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
skirts (PD0011) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
skirts (PD0011) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)
skirts (PD0011) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)"
Alfred Apelt GmbH,Germany (DE),Home Textiles,,,,An der Rench 2,CB-GOTS-CUC-03- 1018050,Control Union Certifications,2024-05-03,"Home textiles (PC0010) / Bed linen
bed sheets (PD0015) - 100.0% Organic Cotton (RM0104)"
Algesta srl,Italy (IT),Fabrics,,Mr. Giuseppe Scotti,giuseppe@algestasrl.com,,ICEA-TX-828,ICEA Istituto per la Certificazione Etica e Ambientale,2024-11-26,"Dyed fabrics (PC0025)
Greige fabrics (PC0026)
Undyed fabrics (PC0027)"
ALGODONERA PERUANA S.A.C,Peru (PE),Yarns,,Katherine Cécilia PONCE HERRERA,kponce@textiloceano.com,AV. NICOLAS AYLLON NRO. 3252 (50 METROS ANTES DEL OVALO STA ANITA) - ATE,00273583,Ecocert Greenlife,2024-02-29,Undyed yarns (PC0031)
ALGODONES DEL BAGES S.A.U,Spain (ES),"Raw Fibres, Hygiene products",,Katerin ARIZA,laboratori@albasa.es,C/Frederic Monpou s/n,00235855,Ecocert Greenlife,2024-03-28,Invasive products (PD0033) Topical products (PD0032) Combed fibers (PD0077)
ALI & SAMEER INTERNATIONAL,Pakistan (PK),Fabrics,,,,"P-572, Ashrafabad, Hajiabad, Shekhupura Road, Faisalabad",USB TEX4327,USB Certification,2024-02-10,Knitted fabrics (PD0058) 100% organic cotton (RM0104)
Ali Murtaza Associates (Pvt) Ltd,Pakistan (PK),Men's wear,,,,"22-Km Off Ferozpur Road, Rohi Nala, Mauza Dolu Khurd",USB 002137,USB Certification,2024-11-01,"Pants
trousers (PD0003) - 100% organic cotton (RM0104)"
Alib Composite Ltd,Bangladesh (BD),"Ladieswear, Children's wear, Men's wear",,,,"Vannara, Mouchak, Kaliakoir",ETKO 00004810,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2024-02-02,"T-shirts
singlets (PD0007)Pants
trousers (PD0003)"
ALIBI,Italy (IT),Fabrics,,,,"Via Bruges, 39",- 1089169,Control Union Certifications,2024-06-18,
Alim Knit (BD) Ltd.,Bangladesh (BD),"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear",,,,"Kashimpur, Nayapara, Gazipur Sadar, Gazipur, BD-C, 1346, Bangladesh, BD",GOTS-20200275,GSCS,2024-05-31,"Hoodies (PD0100)
Knitted fabrics (PD0058) Overcoats
blouses (PD0005) Undergarment
jackets
robes (PD0006) T-shirts
singlets (PD0007) Activewear
skirts (PD0000) Babies' clothing (PD0013) Suits
sleepwear
sportswear (PD0008) Dresses
suit- pants (PD0002) Sweatshirts
trousers (PD0003) Shirts
vests (PD0001) Pants"
ALINDA TEKSTIL BOYA APRE SANAYI VE TICARET ANONIM SIRKETI,Turkey (TR),"Fabrics, Yarns",,Ahmet Rasih Kayalioglu,,"Akcesme Mah. Degirmen Cad. Alinda Tekstil Sa. ve Tic. AS. No: 49 Ic Kapi No: 1,",GCL-300021,GCL International,2024-10-21,Dyed fabrics (PC0025) Woven Fabrics (PD0059) 70% Organic Cotton (RM0104) + 30% Recycled Pre/Post Consumer Polyester (RM0187) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 90% Organic Cotton (RM0104) + 10% Viscose (rayon) (RM0238) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 70% Organic Cotton (RM0104) + 30% Hemp (RM0114) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 80% Organic Cotton (RM0104) + 20% Recycled Pre/Post Consumer Polyester (RM0187) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Flax (linen) (RM0110) Dyed Yarns (PC0029) Open end Yarns (PD0066) 100% Organic Cotton (RM0104) Dyed Yarns (PC0029) Open end Yarns (PD0066) 70% Organic Cotton (RM0104) + 30% Flax (linen) (RM0108) Dyed Yarns (PC0029) Open end Yarns (PD0066) 90% Organic Cotton (RM0104) + 10% Viscose (rayon) (RM0238) Dyed Yarns (PC0029) Open end Yarns (PD0066) 70% Organic Cotton (RM0104) + 30% Recycled Pre/Post Consumer Polyester (RM0187) Dyed Yarns (PC0029) Open end Yarns (PD0066) 80% Organic Cotton (RM0104) + 20% Recycled Pre/Post Consumer Polyester (RM0187) Dyed Yarns (PC0029) Open end Yarns (PD0066) 100% Organic Flax(linen) (RM0110) Dyed Yarns (PC0029) Carded Yarns (PD0067) 100% Organic Cotton (RM0104) Dyed Yarns (PC0029) Carded Yarns (PD0067) 90% Organic Cotton (RM0104) + 10% Viscose (rayon) (RM0238) Dyed Yarns (PC0029) Carded Yarns (PD0067) 80% Organic Cotton (RM0104) + 20% Recycled Pre/Post Consumer Polyester (RM0187) Dyed Yarns (PC0029) Carded Yarns (PD0067) 70% Organic Cotton (RM0104) + 30% Recycled Pre/Post Consumer Polyester (RM0187) Dyed Yarns (PC0029) Super combed yarns (PD0068) 100% Organic Cotton (RM0104) Dyed Yarns (PC0029) Super combed yarns (PD0068) 70% Organic Cotton (RM0104) + 30% Flax (linen) (RM0108) Dyed Yarns (PC0029) Super combed yarns (PD0068) 90% Organic Cotton (RM0104) + 10% Viscose (rayon) (RM0238) Dyed Yarns (PC0029) Super combed yarns (PD0068) 80% Organic Cotton (RM0104) + 20% Recycled Pre/Post Consumer Polyester (RM0187) Dyed Yarns (PC0029) Super combed yarns (PD0068) 70% Organic Cotton (RM0104) + 30% Recycled Pre/Post Consumer Polyester (RM0187) Dyed Yarns (PC0029) Super combed yarns (PD0068) 100% Organic Flax(linen) (RM0110) Dyed Yarns (PC0029) Open end Yarns (PD0066) 70% Organic Cotton (RM0104) + 30% Bamboo (RM0090) Dyed Yarns (PC0029) Open end Yarns (PD0066) 90% Organic Cotton (RM0104) + 10% Lyocell (RM0226) Dyed Yarns (PC0029) Open end Yarns (PD0066) 70% Organic Cotton (RM0104) + 30% Lyocell (RM0226) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Hemp (RM0116) Dyed Yarns (PC0029) Carded Yarns (PD0067) 70% Organic Cotton (RM0104) + 30% Flax (linen) (RM0108) Dyed Yarns (PC0029) Carded Yarns (PD0067) 70% Organic Cotton (RM0104) + 30% Bamboo (RM0090) Dyed Yarns (PC0029) Carded Yarns (PD0067) 70% Organic Cotton (RM0104) + 30% Lyocell (RM0226) Dyed Yarns (PC0029) Carded Yarns (PD0067) 90% Organic Cotton (RM0104) + 10% Lyocell (RM0226) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 70% Organic Cotton (RM0104) + 30% Flax (linen) (RM0108) Dyed Yarns (PC0029) Carded Yarns (PD0067) 70% Organic Cotton (RM0104) + 30% Hemp (RM0114) Dyed Yarns (PC0029) Super combed yarns (PD0068) 70% Organic Cotton (RM0104) + 30% Hemp (RM0114) Dyed Yarns (PC0029) Carded Yarns (PD0067) 100% Organic Hemp (RM0116) Dyed Yarns (PC0029) Super combed yarns (PD0068) 100% Organic Hemp (RM0116) Dyed Yarns (PC0029) Open end Yarns (PD0066) 100% Organic Hemp (RM0116) Dyed Yarns (PC0029) Open end Yarns (PD0066) 70% Organic Cotton (RM0104) + 30% Hemp (RM0114) Dyed Yarns (PC0029) Carded Yarns (PD0067) 100% Organic Flax (linen) (RM0110) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 90% Organic Cotton (RM0104) + 10% Lyocell (RM0226) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 70% Organic Cotton (RM0104) + 30% Bamboo (RM0090) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 70% Organic Cotton (RM0104) + 30% Lyocell (RM0226) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 70% Organic Cotton (RM0104) + 30% Flax (linen) (RM0108) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 90% Organic Cotton (RM0104) + 10% Viscose (rayon) (RM0238) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 70% Organic Cotton (RM0104) + 30% Hemp (RM0114) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 70% Organic Cotton (RM0104) + 30% Bamboo (RM0090) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 90% Organic Cotton (RM0104) + 10% Lyocell (RM0226) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 70% Organic Cotton (RM0104) + 30% Lyocell (RM0226) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 80% Organic Cotton (RM0104) + 20% Recycled Pre/post Consumer Polyester (RM0187) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 70% Organic Cotton (RM0104) + 30% Recycled Pre/post Consumer Polyester (RM0187) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Hemp (RM0116) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Flax(linen) (RM0110) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160)
ALIYA GIYIM TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Turkey (TR),"Ladieswear, Men's wear",,,,Islahiye Koyu Islahiye Mucavir Mevkii Islahiye Dorus Sk. No:27/0 Merkez,USB 007300,USB Certification,2024-11-14,"T-shirts
singlets (PD0007) - 100% organic cotton (RM0104)"
Alkan Textile Company (ALMATEX),Egypt (EG),"Yarns, Product category (other)",,,,Sadat City - 2nd Industrial Zone,CMPY-156531-GOTS,Intertek Testing Services,2024-04-13,Carded yarns Normally combed yarns Highly combed yarns Semi-combed yarns Super combed yarns Comber noil
ALKATEK TEKSTIL SANAYI VE DIS TICARET LIMITED SIRKETI,Turkey (TR),Children's wear,,,,"Terazidere Mah. Gunes Cad. Sinan Sok. No:7/A, Bayrampasa",USB 003459,USB Certification,2024-08-15,"Socks
hosiery (PD0009) - 100% organic cotton (RM0104)"
Alkim Tekstil San. Tic.A.Ş.,Turkey (TR),"Accessories, Babywear, Children's wear, Garments, Underwear, Home Textiles",,Yusuf EROĞLU,yusuf@alkimtex.com,,CERES-0574,Ceres,2024-08-15,"Babies' accessories (PD0014)
Babies' clothing (PD0013)
Blankets bedspreads quilts (PD0019)
Dresses skirts (PD0011)
Gloves mittens hand covering (PD0026)
Hats caps headcoverings (PD0030)
Pants trousers (PD0003)
Shirts blouses (PD0005)
Sleeping bags (PD0044)
Sweaters pullovers cardigans (PD0004)
T-shirts singlets (PD0007)
Towels kitchen linen toilet linen (PD0017)
Undergarment sleepwear robes (PD0006)"
All Saints Retail Ltd.,United Kingdom (GB),"Ladieswear, Men's wear, Garments",,,sally.williamson@allsaints.com,"Jack's Place Units C15 - C17 6 Corbet Place London, E1 6NN",017197,IDFL,2024-06-08,
All Sea Fabrics,India (IN),"Accessories, Fabrics, Home Textiles",,S. Senthil Kumar,senthil@allseafabric.com,,ICEA-TX-768,ICEA Istituto per la Certificazione Etica e Ambientale,2024-02-05,"Carried accessories (PC0011)
Dyed fabrics (PC0025)
Greige fabrics (PC0026)
Home textiles (PC0010)"
All Season Garments,India (IN),"Ladieswear, Children's wear, Fabrics, Men's wear",,,,"102, Ivy Centre, Patel Estate Road, Jogeshwari West",228469,Intertek Testing Services,2024-07-08,
"ALL SEVEN TEXTILE CO.,LTD",Taiwan (TW) - China,Fabrics,,,,"7F-1 NO.19-3,Sanchong Rd., Nangang Dist.,Taipei City 11501 Taiwan (R.O.C) Taipei Taiwan",1087548,Control Union Certifications,2024-01-10,"Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 88% Organic Cotton (RM0104) + 12% Recycled pre/post-consumer Elastane (Spandex) (RM0161)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 90% Organic Cotton (RM0104) + 10% Recycled pre/post-consumer Polyester (RM0187)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 98% Organic Cotton (RM0104) + 2% Recycled pre/post-consumer Elastane (Spandex) (RM0161)
Printed fabrics (PC0039) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 90% Organic Cotton (RM0104) + 10% Recycled pre/post-consumer Polyester (RM0187)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 98% Organic Cotton (RM0104) + 2% Recycled pre/post-consumer Elastane (Spandex) (RM0161)"
ALL SEVEN TEXTILE COMPANY LIMITED,Viet Nam (VN),Fabrics,,Phung,h7vn.camhoa@gmail.com,"Lot A1-3, A1-4, A1-5, Minh Hung Sikico Industrial Park, Dong No Commune Hon Quan District",1246839,Control Union Certifications,2024-07-27,Dyed fabrics (PC0025) Knitted fabrics (PD0058) 79.0% Organic Cotton (RM0104) 21.0% Recycled pre/post-consumer Polyester (RM0187) Dyed fabrics (PC0025) Knitted fabrics (PD0058) 98.0% Organic Cotton (RM0104) 2.0% Elastane (Spandex) (RM0160) Printed fabrics (PC0039) Knitted fabrics (PD0058) 100.0% Organic Cotton (RM0104)
"Allcost - Têxteis para Hotelaria, Lda",Portugal (PT),Home Textiles,,,,,CB-GOTS-CUC-03- 1000563,Control Union Certifications,2024-06-06,"Home textiles (PC0010) Bed linen
bed sheets (PD0015) 100.0%In Conversion Cotton (RM0103) Organic - In Conversion Home textiles (PC0010) Bed linen
bed sheets (PD0015) 100.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Bed linen
bed sheets (PD0015) 100.0%Organic Flax (Linen) (RM0110) Organic Home textiles (PC0010) Bed linen
bed sheets (PD0015) 93.0%Organic Cotton (RM0104) 7.0%Cashmere (RM0020) Made With Organic Home textiles (PC0010) Towels
kitchen linen
toilet linen (PD0017) 100.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Woven fabrics (PD0059) 100.0%Organic Cotton (RM0104) Organic"
