company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
Aurum Sweater Limited,Bangladesh (BD),"Babywear, Children's wear, Ladieswear, Men's wear",,,,"249/1 TELIPARA, CHANDONA CHOWRASTA, GAZIPUR, BANGLADESH",00017833,CCPB Certificazione e Controllo Prodotti Biologici ltd,2023-12-26,"Babies` apparel (PC0003) Product details: Sweaters
Children`s apparel (PC0004)
Men`s apparel (PC0001)
Product categories: Women`s apparel (PC0002)
cardigans (PD0004)
pullovers"
Aus Bangla Jutex Ltd.,"Bangladesh (BD)
Dhaka",Accessories,,,,"116/1, Siddeshwari Circular, Road - 27,Shahid Sangbadik Selina Parvin Road",USB 002057,USB Certification,2024-01-24,"Other (PD0100) - (Aprons) - 100% organic cotton (RM0104) Bags
handbags
pouches (PD0024) - 100% organic cotton (RM0104)
totes"
AUSSCO HONG KONG LTD.,China (CN),"Ladieswear, Men's wear",,Climent Jim,climentjim@aussco.com.cn,"Flat/Room 01-02,12,15-16 21/F, Two Harbour Square, 180 Wai",808005,Control Union Certifications,2024-02-25,"Men's apparel - Pants
cardigans - 100.0%Organic Cotton Men's apparel -Sweaters
cardigans - 100.0%Organic Cotton Men's apparel -Sweaters
cardigans - 90.0%Organic Cotton 10.0%Silk
cardigans - 90.0%Organic Cotton 10.0%Silk Women's apparel-Dresses
cardigans -1.0%Wool 97.0%Organic Cotton 1.0%Alpaca 1.0%Polyamide (Nylon) Women's apparel -Sweaters
cardigans -1.0%Wool 97.0%Organic Cotton 1.0%Polyamide (Nylon) 1.0%Alpaca Men's apparel - T-shirts
cardigans -100.0%Organic Cotton Women's apparel -Sweaters
cardigans -30.0%Alpaca 70.0%Organic Cotton Men's apparel -Sweaters
cardigans- 30.0%Alpaca 70.0%Organic Cotton Women's apparel- Sweaters
pullovers
pullovers
pullovers
pullovers
pullovers
pullovers
pullovers
pullovers
pullovers
singlets -90.0%Organic Cotton 10.0%Silk Men's apparel -Sweaters
skirts - 100.0%Organic Cotton Women's apparel-Pants
trousers -30.0%Alpaca 70.0%Organic Cotton Women's apparel -Sweaters
trousers -97.0%Organic Cotton 1.0%Polyamide (Nylon) 1.0%Alpaca 1.0%Wool Men's apparel -Sweaters"
Austgrow International Group Pte. Ltd.,China (CN),Fabrics,,lisa lisa,xmxhttextile@163.com,"Room 512, Block A, Building 1, 6433 Yinggang East Road, Qingpu Distric",1291093,Control Union Certifications,2024-11-28,Dyed fabrics (PC0025)
AUTIERO SPA,Italy (IT),Fabrics,,,,INTERPORTO DI NOLA LOTTO H CAPANNONE F MOD 11 NOLA 80035 (IT-72) Italy (IT),00053817,CCPB Certificazione e Controllo Prodotti Biologici ltd,2024-11-19,Product categories: Greige fabrics (PC0026) Product details: Woven fabrics (PD0059)
AVANEETHA TEXTILES (P) LTD,India (IN),"Raw Fibres, Yarns",,,,"NO. 383/2, Kaniyur Village, Kaniyur, Karumanthapatti",222243,Intertek Testing Services,2024-01-31,Greige yarns | PC0030 Undyed fibers | PC0034
Avanti Overseas Pvt Ltd,India (IN),"Accessories, Home Textiles, Toys",,,,"J-3, Sector - 63, Gautam Buddh Nagar",191173,Intertek Testing Services,2024-10-24,Carried accessories | PC0011 Outdoor | PC0018 Toys | PC0024 Home textiles | PC0010 Bedding | PC0015
Avanti Overseas Pvt Ltd,India (IN),"Accessories, Home Textiles, Product category (other), Toys",,,,"J-3, Sector - 63, Gautam Buddh Nagar India",191173-GOTS,Intertek Testing Services,2024-10-24,"Blankets
bedspreads
cushions Bags
handbags
pouches Mattresses Sleeping bags Soft toys
quilts Pillows
totes"
Avciteks Tekstil San. Ve Tic. A.S.,Turkey (TR),"Fabrics, Yarns",,Sebla Sahin,sebla.sahin@avciteks.com,,CU 858948,Control Union Certifications,2024-08-09,"Dyed fabrics
Greige fabrics
Greige yarns
Undyed fabrics"
Avelana Fabrica de Malhas S.A.,Portugal (PT),Fabrics,,,,,CB-GOTS-CUC-03- 833030,Control Union Certifications,2024-07-26,Dyed fabrics Knitted fabrics 96.0% Organic Cotton 3.0% Conventional Viscose (rayon) 1.0% Recycled Post-Consumer Polyester Organic Dyed fabrics Knitted fabrics 5.0% Conventional Elastane (Spandex) 1.0% Recycled Post-Consumer Polyester 5.0% Conventional Viscose (rayon) 89.0% Organic Cotton Made With Organic Dyed fabrics Knitted fabrics 100.0% Organic Cotton Organic Dyed fabrics Knitted fabrics 100.0% Organic Flax (Linen) Organic Dyed fabrics Knitted fabrics 98.0% Organic Cotton 2.0% Conventional Elastane (Spandex) Organic Dyed fabrics Knitted fabrics 97.0% Organic Cotton 3.0% Conventional Elastane (Spandex) Organic Dyed fabrics Knitted fabrics 96.0% Organic Cotton 4.0% Conventional Elastane (Spandex) Organic Dyed fabrics Knitted fabrics 30.0% Recycled Post-Consumer Polyester 70.0% Organic Cotton Made With Organic Dyed fabrics Knitted fabrics 83.0% Organic Cotton 10.0% Conventional Viscose (rayon) 5.0% Conventional Elastane (Spandex) 2.0% Recycled Post-Consumer Polyester Made With Organic Dyed fabrics Knitted fabrics 15.0% Conventional Hemp 85.0% Organic Cotton Made With Organic Dyed fabrics Knitted fabrics 92.0% Organic Cotton 8.0% Conventional Elastane (Spandex) Made With Organic Dyed fabrics Knitted fabrics 8.0% Conventional Hemp 92.0% Organic Cotton Made With Organic Dyed fabrics Knitted fabrics 2.0% Conventional Elastane (Spandex) 95.0% Organic Cotton 3.0% Recycled Pre-Consumer Elastane (Spandex) Organic Dyed fabrics Knitted fabrics 5.0% Conventional Elastane (Spandex) 95.0% Organic Cotton Organic Undyed fabrics Knitted fabrics 100.0% Organic Cotton Organic Undyed fabrics Knitted fabrics 100.0% Organic Flax (Linen) Organic Undyed fabrics Knitted fabrics 98.0% Organic Cotton 2.0% Conventional Elastane (Spandex) Organic Undyed fabrics Knitted fabrics 88.0% Organic Cotton 2.0% Recycled Post-Consumer Polyester 10.0% onventional Viscose (rayon) Made With Organic Undyed fabrics Knitted fabrics 97.0% Organic Cotton 3.0% Conventional Elastane (Spandex) Organic
Avenaa - A -Traders,India (IN),"Accessories, Fabrics, Yarns",,,,"24-2, Bharathi Nagar, Sengunthapuram, Inam Karur,",GCL-302128,GCL International,2024-01-05,Greige Yarns (PC0030) [Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104)] Greige Yarns (PC0030) [Carded Yarns (PD0067) 100% Organic cotton (RM0104)] Greige Yarns (PC0030) [Open End Yarns (PD0066) 100% Organic Cotton (RM0104)] Dyed Yarns (PC0029) [Carded Yarns (PD0067) 100% Organic Cotton (RM0104)] Dyed Yarns (PC0029) [Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104)] Dyed Yarns (PC0029) [Open end Yarns (PD0066) 100% Organic Cotton (RM0104)] Greige fabrics (PC0026) [Woven Fabrics (PD0059) 100% Organic Cotton (RM0104)] Greige fabrics (PC0026) [Terry fabrics (PD0060) 100% Organic Cotton (RM0104)] Greige fabrics (PC0026) [Denim Fabrics (PD0061) 100% Organic Cotton (RM0104)] Dyed fabrics (PC0025) [Woven Fabrics (PD0059) 100% Organic Cotton (RM0104)] Dyed fabrics (PC0025) [Terry Fabrics (PD0060) 100% Organic Cotton (RM0104)] Dyed fabrics (PC0025) [Denim Fabrics (PD0061) 100% Organic Cotton (RM0104)] Undyed fabrics (PC0027) [Woven Fabrics (PD0059) 100% Organic cotton (RM0104)] Undyed fabrics (PC0027) [Terry Fabrics (PD0060) 100% Organic Cotton (RM0104)] Printed fabrics (PC0039) [Woven Fabrics (PD0059) 100% Organic Cotton (RM0104)] Home Textiles (PC0010) [Blankets bedspreads quilts (PD0019) 100% Organic Cotton (RM0104)] Home Textiles (PC0010) [Curtains blinds (PD0020) 100% Organic Cotton (RM0104)] Home Textiles (PC0010) [Pillows Cushions (PD0023) 100% Organic Cotton (RM0104)] Home Textiles (PC0010) [Bed linen bed sheets (PD0015) 100% Organic Cotton (RM0104)] Home Textiles (PC0010) [Table linen tablecloth napkins (PD0016) 100% Organic Cotton (RM0104)] Home Textiles (PC0010) [Towels kitchen linen toilet linen (PD0017) 100% Organic Cotton (RM0104) Organic Home Textiles (PC0010) Coasters (PD0100) 100% Organic Cotton (RM0104)] Home Textiles (PC0010) [Mats (PD0100) 100% Organic Cotton (RM0104)] Home Textiles (PC0010) [Pillow covers (PD0023) 100% Organic cotton (RM0104)] Carried Accessories (PC0011) [Bags handbags Totes Pouches (PD0024) 100% Organic Cotton (RM0104)] Worn Accessories (PC0012) [Hats caps head coverings (PD0030) 100% Organic Cotton (RM0104)] Worn Accessories (PC0012) [Scarves shawls veils (PD0028) 100% Organic Cotton (RM0104)] Worn Accessories (PC0012) [Gloves mittens hand covering (PD0026) 100% Organic Cotton (RM0104)] Worn Accessories (PC0012) [Aprons (PD0100) 100% Organic Cotton (RM0104)] Worn Accessories (PC0012) [Bib (PD0100) 100% Organic Cotton (RM0104)] Bedding (PC0015) [Pillows cushions (PD0023) 100% Organic Cotton (RM0104)] Outdoor (PC0018) [Bags handbags totes pouches (PD0024) 100% Organic Cotton (RM0104)] Decorative Items (PC0038) [Christmas Ornaments (PD0100) 100% Organic Cotton (RM0104)]
Avia Srl,Italy (IT),"Yarns, Product category (other)",,,,"Via per Pollone, 64",ICEA-TX-323,ICEA Istituto per la Certificazione Etica e Ambientale,2024-04-11,"Dyed yarns (PC0029)
Unprocessed fibers/materials (PC0036)"
Avian Tekstil Gida Turizm ve Ticaret A.S.,Turkey (TR),"Fabrics, Home Textiles",,,mehmet@cachet.life,Tesvikiye Mahallesi Ahmet Fetgari Sokak No:10/7 B Blok Apartmani Sisli Istanbul,014722,IDFL,2024-05-29,Dyed Fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) GOTS (Organic) 53462 Dyed Fabrics (PC0025) Terry Fabrics (PD0060) 100% Organic Cotton (RM0104) GOTS (Organic) 53462 Home Textiles (PC0010) Robes (PD0006) 100% Organic Cotton (RM0104) GOTS (Organic) 53462 Home Textiles (PC0010) Towels (PD0017) 100% Organic Cotton (RM0104) GOTS (Organic) 53462
Aviram knitters,India (IN),"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear",,,,"34-A, P.N.Road, Second Street,",GCL-300448,GCL International,2024-01-10,"Babies Apparel (PC0003) [Babies' clothing (PD0013) 100% Organic Cotton (RM0104)] Children's Apparel (PC0004) [T shirts
singlets (PD0007) 100% Organic Cotton (RM0104)] Dyed fabrics (PC0025) [Knitted fabrics (Cut panels) (PD0058) 100% Organic Cotton (RM0104)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)] Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)] Printed fabrics (PC0039) [Knitted fabrics (Cut panels) (PD0058) 100% Organic Cotton (RM0104)] Men's Apparel (PC0001) [T shirts
singlets (PD0007) 100% Organic Cotton (RM0104)] Men's Apparel (PC0001) [T shirts
singlets (PD0007) 100% Organic Cotton (RM0104)] Women's Apparel (PC0002) [T shirts
singlets (PD0007) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex) (RM0160)]"
"Avocado Mattress, LLC",United States (US),"Ladieswear, Home Textiles, Hygiene products",,,george@avocadomattress.com,12 Hudson Place; Suite 100,CU-863637,Control Union Certifications,2024-01-29,"Bedding (PC0015) Mattresses (PD0034) 100.0%Organic Cotton (RM0104) Organic Bedding (PC0015) Mattresses (PD0034) 6.82%Organic Flax (Linen) (RM0110) 47.47%Organic Coir (RM0098) 11.85%Organic Wool (RM0079) 7.6%Alpaca (RM0001) 14.3%Organic Cotton (RM0104) 1.9%Organic Silk (RM0067) 10.06%Mohair (RM0058) Made With Organic Bedding (PC0015) Mattresses (PD0034) 13.29%Organic Wool (RM0079) 15.5%Organic Cotton (RM0104) 51.86%Organic Coir (RM0098) 5.0%Organic Flax (Linen) (RM0110) 1.39%Organic Silk (RM0067) 5.58%Alpaca (RM0001) 7.38%Mohair (RM0058) Made With Organic Bedding (PC0015) Mattresses (PD0034) 9.68%Alpaca (RM0001) 6.41%Mohair (RM0058) 1.21%Organic Silk (RM0067) 4.34%Organic Flax (Linen) (RM0110) 45.03%Organic Coir (RM0098) 17.45%Organic Cotton (RM0104) 15.88%Organic Wool (RM0079) Made With Organic Bedding (PC0015) Mattresses (PD0034) 43.74%Organic Wool (RM0079) 56.26%Organic Cotton (RM0104) Organic Bedding (PC0015) Mattresses (PD0034) 42.8%Organic Wool (RM0079) 11.6%Organic Flax (Linen) (RM0110) 45.6%Organic Cotton (RM0104) Organic Bedding (PC0015) Mattresses (PD0034) 36.0%Organic Wool (RM0079) 18.0%Organic Flax (Linen) (RM0110) 46.0%Organic Cotton (RM0104) Organic Bedding (PC0015) Mattresses (PD0034) 12.6%Alpaca (RM0001) 39.34%Organic Coir (RM0098) 15.47%Organic Wool (RM0079) 17.04%Organic Cotton (RM0104) 5.65%Organic Flax (Linen) (RM0110) 1.57%Organic Silk (RM0067) 8.33%Mohair (RM0058) Made With Organic Bedding (PC0015) Mattresses (PD0034) 50.0%Organic Cotton (RM0104) 50.0%Organic Wool (RM0079) Organic Bedding (PC0015) Mattresses (PD0034) 57.15%Organic Cotton (RM0104) 42.85%Organic Wool (RM0079) Organic Bedding (PC0015) Mattresses (PD0034) 31.5%Organic Wool (RM0079) 68.5%Organic Cotton (RM0104) Organic Bedding (PC0015) Mattresses (PD0034) 30.8%Organic Cotton (RM0104) 26.5%Organic Wool (RM0079) 16.7%Organic Flax (Linen) (RM0110) 9.3%Organic Mohair (RM0060) 16.7%Organic Silk (RM0067) Organic Bedding (PC0015) Pillows
bed sheets (PD0015) 100.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Bed linen
bed sheets (PD0015) 15.0%Organic Cotton (RM0104) 85.0%Organic Wool (RM0079) Organic Home textiles (PC0010) Blankets
bedspreads
bedspreads
cushions (PD0023) 100.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Babies' accessories (PD0014) 38.0%Organic Wool (RM0079) 62.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Bed linen
cushions (PD0023) 100.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Pillows
cushions (PD0023) 35.0%Organic Cotton (RM0104) 65.0%Organic Kapok (RM0128) Organic Home textiles (PC0010) Towels
cushions (PD0023) 46.0%Organic Wool (RM0079) 54.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Pillows
cushions (PD0023) 55.5%Organic Kapok (RM0128) 44.5%Organic Cotton (RM0104) Organic Home textiles (PC0010) Pillows
cushions (PD0023) 56.0%Organic Kapok (RM0128) 44.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Pillows
cushions (PD0023) 60.0%Organic Kapok (RM0128) 40.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Pillows
cushions (PD0023) 96.0%Organic Wool (RM0079) 4.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Pillows
floor coverings (PD0022) 100.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Carpets
floor coverings (PD0022) 20.0%Organic Cotton (RM0104) 80.0%Organic Wool (RM0079) Organic Home textiles (PC0010) Pillows
hygiene (PC0013) Topical products (PD0032) 100.0%Organic Cotton (RM0104) Organic Women's apparel (PC0002) T-shirts
kitchen linen
quilts (PD0019) 100.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Blankets
quilts (PD0019) 100.0%Organic Flax (Linen) (RM0110) Organic Home textiles (PC0010) Carpets
rugs
rugs
singlets (PD0007) 100.0%Organic Cotton (RM0104) Organic
toilet linen (PD0017) 100.0%Organic Cotton (RM0104) Organic Personal care"
Avon Cottex Pvt. Ltd.,India (IN),"Fabrics, Garments",,Mr. Gaganjot Singh,info@avoncottex.in,"VPO Mangat, Rahon Road,",CU 862983,Control Union Certifications,2024-05-04,Dyed fabrics (PC0025) Knitted fabrics (PD0058) -100.0% In Conversion Cotton (RM0103)
AVON CREATIONS,India (IN),"Ladieswear, Fabrics, Garments, Yarns",,,avoncreation1@gmail.com,"G-112 Road no. 03, RIICO Industrial Area Mansarovar, Jaipur, 302020",010654,IDFL,2024-05-22,Dyed Fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Dyed Fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Greige Fabrics (PC0026) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Greige Fabrics (PC0026) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Greige Yarns (PC0030) Combed yarns 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Blouses (PD0005) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Coats (PD0001) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Jackets (PD0001) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Pants (PD0003) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Pullovers (PD0004) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Tops (Clothing) (PD0005) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Trousers (PD0003) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) T-shirts (PD0007) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Women's Apparel (PC0002) Leggings (PD0003) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) T-shirts (PD0007) Organic Cotton (RM0104) + Elastane (spandex) (RM0160) GOTS (Organic) 25992 Women's Apparel (PC0002) Sleepwear (PD0006) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Women's Apparel (PC0002) Dresses (PD0011) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Women's Apparel (PC0002) Skirts (PD0011) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Jumpsuits (PD0002) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Leggings (PD0003) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Sleepwear (PD0006) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Ponchos (PD0001) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Dresses (PD0011) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Skirts (PD0011) 100% Organic Cotton (RM0104) GOTS (Organic) 25992 Unisex Apparel (PC0005) Leggings (PD0003) Organic Cotton (RM0104) + Elastane (spandex) (RM0160) GOTS (Organic) 25992 Unisex Apparel (PC0005) Trousers (PD0003) Organic Cotton (RM0104) + Elastane (spandex) (RM0160) GOTS (Organic) 25992 Unisex Apparel (PC0005) Jumpsuits (PD0002) Organic Cotton (RM0104) + Elastane (spandex) (RM0160) GOTS (Organic) 25992 Women's Apparel (PC0002) Jumpsuits (PD0002) Organic Cotton (RM0104) + Elastane (spandex) (RM0160) GOTS (Organic) 25992 Women's Apparel (PC0002) Leggings (PD0003) Organic Cotton (RM0104) + Elastane (spandex) (RM0160) GOTS (Organic) 25992 Women's Apparel (PC0002) Dresses (PD0011) Organic Cotton (RM0104) + Elastane (spandex) (RM0160) GOTS (Made with Organic) GOTS (Organic) 25992 Women's Apparel (PC0002) Tops (Clothing) (PD0005) Organic Cotton (RM0104) + Elastane (spandex) (RM0160) GOTS (Made with Organic) GOTS (Organic) 25992 Women's Apparel (PC0002) Skirts (PD0011) Organic Cotton (RM0104) + Elastane (spandex) (RM0160) GOTS (Made with Organic) GOTS (Organic) 25992 Unisex Apparel (PC0005) Shirts (PD0005) Organic Cotton (RM0104) GOTS (Organic) 25992
AVRUPA PASIFIK TEKSTIL SAN. VE TIC. A.S.,Turkey (TR),Fabrics,,,,"Demirtas Dumlupinar Osb Mah. Istanbul Cad. No: 570/42, Osmangazi",USB 002758,USB Certification,2024-02-08,Woven fabrics (PD0059) - 100% organic cotton (RM0104)
AVSAR TEKSTIL - SAKIR ALPER FIDAN,Turkey (TR),"Ladieswear, Children's wear, Men's wear",,,,"Gazi Osman Pasa Mahallesi 5484 Sokak. No: 15A-17A, Bornova",USB 005829,USB Certification,2024-07-19,"Pants
blouses (PD0005) - 100% organic cotton (RM0104) T-shirts
jackets
singlets (PD0007) - 100% organic cotton (RM0104) Overcoats
singlets (PD0007) - 95% organic cotton (RM0104) + 5% elastane (RM0160) T-shirts
singlets (PD0007) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160)
skirts (PD0011) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160) T-shirts
trousers (PD0003) - 100% organic cotton (RM0104) Shirts
vests (PD0001) - 100% organic cotton (RM0104) Dresses"
AXELLE,Madagascar (MG),"Accessories, Garments",,Eric RATSITOHARA,compliance@axelle.mg,Lot VP 08 Ter Lazaina Anosy Avaratra,00231201,Ecocert Greenlife,2023-12-31,"Pants
blouses (PD0005) Dresses
caps
head coverings (PD0030)
skirts (PD0011) Babies' clothing (PD0013) Babies' accessories (PD0014) Hats
trousers (PD0003) Shirts"
Axis Knitwears Ltd.,Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Men's wear",,,,"Mawna, Sreepur, 1740, Gazipur, BD-C, Bangladesh, BD",GOTS-20200145,GSCS,2024-01-31,"Pants
jackets
singlets (PD0007) Babies' clothing (PD0013) Overcoats
trousers (PD0003) T-shirts
vests (PD0001)"
AXITA INDUSTRIES PRIVATE LIMITED,India (IN),"Yarns, Product category (other)",,,,"13TH FLOOR, 1301, SHIVALIK SHILP,",CMPY-153238-GOTS,Intertek Testing Services,2024-01-12,Lint cotton Comber noil Super combed yarns Open-end yarns Carded yarns Normally combed yarns Semi-combed yarns
"Axlant (Hangzhou) Trading Co.,Ltd",China (CN),Fabrics,,,,"No. 38,Group 7, Xinghua Village, Qiantang District,Yipeng Street, Zhejiang Sheng",ETKO 00040333,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2024-08-30,Woven fabrics (PD0059)
AY SUDA KONFEKSİYON TEKSTİL İNŞ. TURZ. GIDA SAN. VE TİC. LTD. ŞTİ.,Turkey (TR),Fabrics,,Burak Akbulut,info@aysuda.com.tr,"Küçükbalıklı Mah. 3.Konyalı Sok. No:22/1 Osmangazi Bursa, Türkiye",CERES-1054,Ceres,2024-01-23,Woven fabrics (PD0059)
Ay-Al Konfeksiyon Hazir Giyim Tekstil San. Tic. Ltd. Sti.,Turkey (TR),"Fabrics, Home Textiles",,Duygu Aydogdu,biketeks@biketeks.com,Bozburun Mah. 7105 Sok. No: 3/A Merkezefendi,CU 1008945,Control Union Certifications,2024-08-03,"Bedding
Dyed fabrics
Home textiles
Undyed fabrics"
AY-KU IPLIK SANAYI VE TICARET LIMITED SIRKETI UNALDI SUBESI,Turkey (TR),Yarns,,,,Baspinar(Organize) OSB Mah. O.S.B. 5. Bolge 83532 Nolu (Goksuncuk Mevkii) Cad. No: 3 Sehitkamil,USB 006490,USB Certification,2024-01-19,Carded yarns (PD0067) - 100% organic cotton (RM0104) Normally Combed Yarns (PD0102) - 100% organic cotton (RM0104)
Ay-Tim Tekstil San. ve Dis Tic. A.S.,Turkey (TR),Garments,,Ayhan Yildirim,ayhan.yildirim@aytim.com,Mahmutbey Mah. Hacibostan Cad. No: 9 Bagcilar,CU 1042848,Control Union Certifications,2024-08-19,Garments
