company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
Amna Industries (Pvt) Limited,Pakistan (PK),"Fabrics, Yarns",,,,"HT-3, Landhi Industrial Area",USB 002671,USB Certification,2024-11-07,Knitted fabrics (PD0058) - 100% organic cotton (RM0104) Carded yarns (PD0067) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - 90% organic cotton (RM0104) + 10% elastane (RM0160)
Ample Colours,India (IN),"Fabrics, Yarns",,,amplecolours.acc@gmail.com,"No.91/3, Perumalmalai Road, Rayapalayam Pudur, Chittode Erode, 638 102",015436,IDFL,2024-03-03,Dyed Fabrics (PC0025) Knitted Fabrics (PD0058) Organic Cotton (RM0104) GOTS (Organic) 22619 Dyed Yarns (PC0029) Normally Combed Yarns (PD0102) Organic Cotton (RM0104) GOTS (Organic) 22619 Dyed Yarns (PC0029) Carded yarns (PD0067) Organic Cotton (RM0104) GOTS (Organic) 22619
AMRIT CRAFTS PVT LTD,India (IN),Fabrics,,,sales@amritcrafts.com,"Jessore Road, Village Joypul, Grampanchyat Duttapukur Dist. Nort 24 Parganas North 24",010855,IDFL,2024-07-29,
AMRIT EXPORTS PVT LTD,India (IN),"Ladieswear, Fabrics, Men's wear",,,exports@amritexports.com,"244/8 Badu Road, Digberia Madhyamgram, Kolkata, 700128",010888,IDFL,2024-06-09,
Amrit Impex Pvt. Ltd.,India (IN),"Accessories, Babywear, Ladieswear, Men's wear, Home Textiles",,,info@amritimpex.com,"Gopalpur, Chandigarh, Jhowtala, PO Ganganagar, Dist. 24 Parganas North",010242,IDFL,2024-02-09,Carried Accessories (PC0011) Bags (PD0024) Organic Cotton (RM0104) + Jute (RM0120) GOTS (Made with Organic) GOTS (Organic) 18782 24967 Carried Accessories (PC0011) Bags (PD0024) Organic Cotton (RM0104) + Recycled Pre/Post-Consumer Polyester (RM0187) GOTS (Made with Organic) GOTS (Organic) 18782 24967 Carried Accessories (PC0011) Bags (PD0024) Organic Cotton (RM0104) GOTS (Organic) 18782 24967 Men's Apparel (PC0001) Shirts (PD0005) Organic Cotton (RM0104) GOTS (Organic) 18782 24967 Men's Apparel (PC0001) Pants (PD0003) Organic Cotton (RM0104) GOTS (Organic) 18782 24967 Men's Apparel (PC0001) T-shirts (PD0007) Organic Cotton (RM0104) GOTS (Organic) 18782 24967 Women's Apparel (PC0002) T-shirts (PD0007) Organic Cotton (RM0104) GOTS (Organic) 18782 24967 Women's Apparel (PC0002) Shirts (PD0005) Organic Cotton (RM0104) GOTS (Organic) 18782 24967 Women's Apparel (PC0002) Pants (PD0003) (Fabric) Organic Cotton (RM0104) GOTS (Organic) 18782 24967 Women's Apparel (PC0002) Leggings (PD0003) Organic Cotton (RM0104) GOTS (Organic) 18782 24967 Babies' Apparel (PC0003) Babies' clothing (PD0013) Organic Cotton (RM0104) GOTS (Organic) 18782 24967 Babies' Apparel (PC0003) Babies' Accessories (PD0014) Organic Cotton (RM0104) GOTS (Organic) 18782 24967 Home Textiles (PC0010) Aprons (PD0100) Organic Cotton (RM0104) GOTS (Organic) 18782 24967
AMS Apparels Ltd.,Bangladesh (BD),"Babywear, Children's wear, Ladieswear, Men's wear",,,,"Plot No-B-377-378, BSCIC I/E, Sasongaon, Fatullah Narayanganj, 1421 Dhaka (BD-C)",00053683,CCPB Certificazione e Controllo Prodotti Biologici ltd,2024-09-01,"Active wear
Babie's apparel (PC0003) Product details: Suits
Babies' clothing (PD0013)
Children`s apparel (PC0004)
Dresses
Hoody
Leggins
Men`s apparel (PC0001)
Other [Polo Shirts
Pants
Product categories: Women`s apparel (PC0002)
Shirts
T-shirts
Tank top] (PD0100)
blouses (PD0005)
singlets (PD0007)
skirts (PD0011)
sportswear (PD0008)
suit- pants (PD0002)
trousers (PD0003)"
AMSA EXPORTS,India (IN),"Accessories, Babywear, Children's wear, Home Textiles",,,pradeep@amsaexports.com,KARUR 639001 Tamil Nadu INDIA,00278969,Ecocert Greenlife,2024-06-21,"Babies apparel (PC0003)
Carried accessories (PC0011)
Children apparel (PC0004)
Home textiles (PC0010)
Personal care hygiene (PC0013)
Worn accessories (PC0012)"
Amtranet Limited.,Bangladesh (BD),"Garments, Ladieswear, Men's wear",,,,"Kasba Tower, 160 West Rajashan, Savar",CB-GOTS-CUC-03- 887020,Control Union Certifications,2024-03-12,"Men's apparel (PC0001) / Sweaters
cardigans (PD0004) - 100% In Conversion Cotton (RM0103) Men's apparel (PC0001) / T-shirts
cardigans (PD0004) - 100% Organic Cotton (RM0104) Women's apparel (PC0002) / T-shirts
pullovers
pullovers
singlets (PD0007) - 100% Organic Cotton (RM0104)
singlets (PD0007) - 100% Organic Cotton (RM0104) Women's apparel (PC0002) / Sweaters"
AMUTHAM BLEACHING,India (IN),"Fabrics, Yarns",,,amuthamsekar@gmail.com,"2A1B2,BHARATHI NAGAR,RAYANOOR",00170237,Ecocert Greenlife,2024-06-30,"Woven Fabrics (PD0059)
open end yarns (PD0066)"
AMW NAWROT SPÓŁKA JAWNA,Poland (PL),Home Textiles,,,,,CU1000237,Control Union Certifications,2024-06-05,
AN NHON GARMENT JOINT STOCK COMPANY,Viet Nam (VN),"Children's wear, Ladieswear, Men's wear",,My Chi Cao,mychi@annhongarment.com.vn,"No. 71 Nguyen Dinh Chieu street, Binh Dinh ward An Nhon town",GOTS-C-0072346,Intertek Testing Services,2024-10-03,"Overcoats
Pants
Shirts
T-shirts
blouses
jackets
singlets
trousers
vests"
AN PHAT INVEST JSC,Viet Nam (VN),Garments,,,mykhaapic@gmail.com,"Tam Quan Industrial Park, Tam Quan Ward, Hoai Nhon Town Binh Dinh Province",1087026,Control Union Certifications,2024-06-21,"Men's apparel (PC0001) Sweaters
cardigans (PD0004) 100.0%In Conversion Cotton (RM0103) Men's apparel (PC0001) T-shirts
cardigans (PD0004) 100.0%In Conversion Cotton (RM0103) Women's apparel (PC0002) T-shirts
pullovers
pullovers
singlets (PD0007) 100.0%In Conversion Cotton (RM0103) Men's apparel (PC0001) T-shirts
singlets (PD0007) 100.0%In Conversion Cotton (RM0103) Men's apparel (PC0001) T-shirts
singlets (PD0007) 100.0%In Conversion Cotton (RM0103) Women's apparel (PC0002) T-shirts
singlets (PD0007) 100.0%Organic Cotton (RM0104) Women's apparel (PC0002) T-shirts
singlets (PD0007) 100.0%Organic Cotton (RM0104) Men's apparel (PC0001) T-shirts
singlets (PD0007) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104)
singlets (PD0007) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104) Women's apparel (PC0002) Sweaters"
ANAIK SAS,France (FR),"Accessories, Home Textiles, Product category (other)",,,,,CU 1057869,Control Union Certifications,2024-07-22,"Carried accessories
Home textiles
Personal care
hygiene"
Anam Clothing Ltd.,Bangladesh (BD),"Babywear, Children's wear, Garments, Ladieswear, Men's wear",,,,,CG700185-GOTS2023-01,Clean Globe International,2024-02-23,"Babies clothing (PD0013)
Dresses
Overcoats
Pant
Sweaters
T-shirts
Tops (PD0073)
Undergarment
cardigans (PD0004)
jackets
pullovers
robes (PD0006)
singlets (PD0007)
skirts (PD0011)
sleepwear
trousers (PD0003)
vests (PD0001)"
Anamica Washing & Dyeing Ltd.,Bangladesh (BD),"Ladieswear, Children's wear, Men's wear",,,,"4/2, Bhadam, Tongi, Gazipur- 1711 Bangladesh",GOTS-20200321,GSCS,2024-07-15,"Overcoats
blouses (PD0005) Activewear
jackets
sportswear (PD0008)
suit- pants (PD0002) Pants
trousers (PD0003) Workwear
uniforms (PD0010) Shirts
vests (PD0001) Suits"
Anand Incorporation,India (IN),Garments,,Mr. Atul M,personnel@anandmerchandising.com,"A - 53,54 & A-52,41 Sector 4, Gautam Buddha Nagar,",CU 1286472,Control Union Certifications,2024-11-20,"Women's apparel(PC0002)Dresses
skirts (PD0011) -100.0% Organic Cotton (RM0104)"
Anand International,India (IN),"Fabrics, Yarns",,,,"002, 4th cross, NARAYAN NAGAR, Salem, 636015, Tamil Nadu, IN-TN, India , IN",GOTS-20200629,GSCS,2024-05-30,Woven fabrics (PD0059) Carded yarns (PD0067) Normally combed yarns (PD0102)
Anand Traders,India (IN),"Accessories, Babywear, Fabrics, Home Textiles",,Anand Ramasamy Anand,selvan@selvantex.com,,ICEA-TX-2086,ICEA Istituto per la Certificazione Etica e Ambientale,2024-04-29,"Babies' apparel (PC0003)
Carried accessories (PC0011)
Dyed fabrics (PC0025)
Home textiles (PC0010)"
Anandhi Texstyles Private Limited,India (IN),"Fabrics, Yarns",,Mr. Baalagurunathan Srinivasan,rsbala@anandi.co.in,"No. 38/33, 2nd Street, Kongu Nagar",CU 1011200,Control Union Certifications,2024-04-08,"Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 95% Organic Cotton (RM0104) + 5% Flax (Linen) (RM0108)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 5.0% Flax (Linen) (RM0108) + 95.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 7.0% Elastane (Spandex) (RM0160) + 93.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 70.0% Organic Cotton (RM0104) + 30.0% Flax (Linen) (RM0108)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 85% Organic Cotton (RM0104) + 15% Flax (Linen) (RM0108)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 90.0% Organic Cotton (RM0104) + 10.0% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 90.0% Organic Cotton (RM0104) + 10.0% Flax (Linen) (RM0108)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Carded yarns (PD0067) - 100% Organic Cotton (RM0104)
Greige yarns (PC0030) / Carded yarns (PD0067) - 7.0% Elastane (Spandex) (RM0160) + 93.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Carded yarns (PD0067) - 75.0% Organic Cotton (RM0104) + 25.0% Flax (Linen) (RM0108)
Greige yarns (PC0030) / Carded yarns (PD0067) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 10.0% Elastane (Spandex) (RM0160) + 90.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 85.0% Organic Cotton (RM0104) + 15.0% Flax (Linen) (RM0108)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 90% Organic Cotton (RM0104) + 10% Flax (Linen) (RM0108)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 93.0% Organic Cotton (RM0104) + 7.0% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Open-end yarns (PD0066) - 100.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Open-end yarns (PD0066) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)"
ANANT AGRO INDUSTRIES (JKP),India (IN),Raw Fibres,,VINOD AGRAWAL,vinodagrawal1@gmail.com,,EGL113972,Ecocert Greenlife,2023-12-31,Undyed Fibres (PC0034)- Lint cotton(PD0074)- 100% in-conversion cotton (RM0103) Undyed Fibres (PC0034)- Lint cotton(PD0074)- 100% organic cotton (RM0104)
ANANT FAIRTRADE,India (IN),Raw Fibres,,,,"306-A, Pukhraj Corporate",203748,Intertek Testing Services,2024-02-01,Lint cotton | PD0074
Ananta Apparels Ltd.,Bangladesh (BD),"Babywear, Children's wear, Ladieswear, Men's wear, Product category (other)",,,,"Plot: 246-249, Adamjee EPZ, Shiddhirganj, Narayanganj, 1431 Dhaka (BD-C), Bangladesh (BD)",00017856,CCPB Certificazione e Controllo Prodotti Biologici ltd,2024-02-19,"Babies' clothing (PD0013)
Babies` apparel (PC0003). Product details: Overcoats
Children`s apparel (PC0004)
Children`s denim apparel (PC0008)
Men`s apparel (PC0001)
Men`s denim apparel (PC0006)
Other [Shorts] (PD0100)
Pants
Product categories: Women`s denim apparel (PC0007)
Unisex apparel (PC0005)
Unisex denim apparel (PC0009)
Women`s apparel (PC0002)
jackets
trousers (PD0003)
vests (PD0001)"
Ananta Denim Technology Ltd.,Bangladesh (BD),"Children's wear, Ladieswear, Men's wear, Product category (other)",,,,"Nayabari, Kanchpur, Sonargaon, Narayanganj-1430 (Bangladesh)",00053041,CCPB Certificazione e Controllo Prodotti Biologici ltd,2024-07-26,"Children`s apparel (PC0004) Product details: Shirts
Children`s denim apparel (PC0008)
Dresses
Men`s apparel (PC0001)
Men`s denim apparel (PC0006)
Overcoats
Pants
Product categories: Women`s denim apparel (PC0007)
Women`s apparel (PC0002)
blouses (PD0005)
jackets
skirts (PD0011)
trousers (PD0003)
vests (PD0001)"
Ananta Garments Ltd,Bangladesh (BD),"Ladieswear, Men's wear",,,,"Nischintapur, Ashulia",206408,Intertek Testing Services,2024-07-20,"Shirts
blouses | PD0005 Dresses
skirts | PD0011 Pants
trousers | PD0003"
Ananta Huaxiang Ltd.,Bangladesh (BD),"Babywear, Garments, Ladieswear, Men's wear",,,,"176, 177, 222, 223, H1, H2, H3 & H4, Adamjee EPZ,",CB-GOTS-CUC-03- 839706,Control Union Certifications,2024-02-09,"Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100% Organic Cotton (RM0104) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 100% Organic Cotton (RM0104)
singlets (PD0007) - 100% Organic Cotton (RM0104) Women's apparel (PC0002) / T-shirts"
"Anbievolution International, LDA",Portugal (PT),Fabrics,,,,"Zona Industrial da Várzea do Monte, Pavilhão 11, Santo Tirso",151564-GOTS,Intertek Testing Services,2023-12-30,Knitted fabrics
Andersen-Andersen,Denmark (DK),"Ladieswear, Men's wear, Accessories",,,,,CU 1206706,Control Union Certifications,2024-05-08,
Andersen-Andersen,Denmark (DK),"Ladieswear, Men's wear, Accessories",,,,Gammeltorv 6,1206706,Control Union Certifications,2024-05-08,
"Andes Mountain (Gansu) Outdoors Co., Ltd.",China (CN),Product category (other),,,,"Jinshan South Road,Industrial Park Liangzhou District, Wuwei CityGansu Province Gaoba Town",ETKO 00042501,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2024-08-27,Sleeping bags (PD0044)
Andorra Australia Pty Ltd,Australia (AU),"Babywear, Children's wear, Ladieswear, Men's wear, Accessories",,Andrew Goulopoulos,andrew@andorra.com.au,9 Vernon Ave 3081 Heidelberg West Australia,1125125,Control Union Certifications,2024-08-19,"Babies' apparel (PC0003) Babies' accessories (PD0014) 100.0% Organic Cotton (RM0104) Babies' apparel (PC0003) Babies' accessories (PD0014) 10.0% Elastane (Spandex) (RM0160) 90.0% Organic Cotton (RM0104) Babies' apparel (PC0003) Babies' accessories (PD0014) 95.0% Organic Cotton (RM0104) 5.0% Elastane (Spandex) (RM0160) Babies' apparel (PC0003) Babies' clothing (PD0013) 100.0% Organic Cotton (RM0104) Babies' apparel (PC0003) Babies' clothing (PD0013) 5.0% Elastane (Spandex) (RM0160) 95.0% Organic Cotton (RM0104) Babies' apparel (PC0003) Undergarment
caps
caps
caps
hand covering (PD0026) 10.0% Elastane (Spandex) (RM0160) 90.0% Organic Cotton (RM0104) Worn accessories (PC0012) Gloves
hand covering (PD0026) 100.0% Organic Cotton (RM0104) Worn accessories (PC0012) Gloves
hand covering (PD0026) 95.0% Organic Cotton (RM0104) 5.0% Elastane (Spandex) (RM0160) Worn accessories (PC0012) Hats
head coverings (PD0030) 100.0% Organic Cotton (RM0104) Worn accessories (PC0012) Hats
head coverings (PD0030) 90.0% Organic Cotton (RM0104) 10.0% Elastane (Spandex) (RM0160)
head coverings (PD0030) 95.0% Organic Cotton (RM0104) 5.0% Elastane (Spandex) (RM0160) Worn accessories (PC0012) Gloves
mittens
mittens
mittens
robes (PD0006) 10.0% Elastane (Spandex) (RM016) Children's apparel (PC0004) Undergarment
robes (PD0006) 10.0% Elastane (Spandex) (RM0160) 90.0% Organic Cotton (RM0104) Men's apparel (PC0001) Undergarment
robes (PD0006) 10.0% Elastane (Spandex) (RM0160) 90.0% Organic Cotton (RM0104) Women's apparel (PC0002) Undergarment
robes (PD0006) 100.0% Organic Cotton (RM0104) Children's apparel (PC0004) Undergarment
robes (PD0006) 100.0% Organic Cotton (RM0104) Men's apparel (PC0001) Undergarment
robes (PD0006) 100.0% Organic Cotton (RM0104) Women's apparel (PC0002) Undergarment
robes (PD0006) 100.0% Organic Cotton (RM0104) Babies' apparel (PC0003) Undergarment
robes (PD0006) 5.0% Elastane (Spandex) (RM0160) 95.0% Organic Cotton (RM0104) Children's apparel (PC0004) Undergarment
robes (PD0006) 5.0% Elastane (Spandex) (RM0160) 95.0% Organic Cotton (RM0104) Men's apparel (PC0001) Undergarment
robes (PD0006) 7.0% Elastane (Spandex) (RM0160) 93.0% Organic Cotton (RM0104) Men's apparel (PC0001) Undergarment
robes (PD0006) 8.0% Elastane (Spandex) (RM0160) 92.0% Organic Cotton (RM0104) Women's apparel (PC0002) Undergarment
robes (PD0006) 90.0% Organic Cotton (RM0104) 10.0% Elastane (Spandex) (RM0160) Babies' apparel (PC0003) Undergarment
robes (PD0006) 93.0% Organic Cotton (RM0104) 7.0% Elastane (Spandex) (RM0160) Women's apparel (PC0002) Undergarment
robes (PD0006) 95.0% Organic Cotton (RM0104) 5.0% Elastane (Spandex) (RM0160) Women's apparel (PC0002) Undergarment
robes (PD0006) 95.0% Organic Cotton (RM0104) 5.0% Elastane (Spandex) (RM0160) Worn accessories (PC0012) Hats
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear"
"Andrade Amaro - Malhas, Lda",Portugal (PT),Fabrics,,,,,CB-GOTS-CUC-03- 1005863,Control Union Certifications,2024-08-18,Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100.0% Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 2.0% Elastane (Spandex) (RM0160) 98.0% Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 100.0% Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 95.0% Organic Cotton (RM0104) 5.0% Elastane (Spandex) (RM0160) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 96.0% Organic Cotton (RM0104) 4.0% Elastane (Spandex) (RM0160) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 97.0% Organic Cotton (RM0104) 3.0% Elastane (Spandex) (RM0160) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 2.0% Elastane (Spandex) (RM0160) 98.0% Organic Cotton (RM0104) Organic
Andreazza & Castelli srl,Italy (IT),"Fabrics, Garments",,Attilio Vallotto,avallotto@andreazza-castelli.it,,ICEA-TX-1148,ICEA Istituto per la Certificazione Etica e Ambientale,2024-02-03,"Dyed fabrics (PC0025)
Unisex apparel (PC0005)"
Angalamman Textiles,India (IN),"Fabrics, Yarns",,Mr.Karunakaran B,angalammantextile@gmail.com,"D.No.22A, VGV Garden, Rakkiyapalayam Pirivu, Kangeyam Road,",CU 1109420,Control Union Certifications,2024-04-25,Dyed fabrics (PC0025) Knitted fabrics (PD0058) -100.0% Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven fabrics (PD0059) -100.0% Organic Cotton (RM0104) Dyed yarns (PC0029) Normally combed yarns (PD0102) -100.0% Organic Cotton (RM0104) Dyed yarns (PC0029) Normally combed yarns (PD0102) -100.0% In Conversion Cotton (RM0103) Greige fabrics (PC0026) Knitted fabrics (PD0058) -100.0% Organic Cotton (RM0104) Greige fabrics (PC0026) Woven fabrics (PD0059) -100.0% Organic Cotton (RM0104) Greige yarns (PC0030) Carded yarns (PD0067) -100.0% Organic Cotton (RM0104) Greige yarns (PC0030) Normally combed yarns (PD0102) -100.0% In Conversion Cotton (RM0103) Greige yarns (PC0030) Normally combed yarns (PD0102) -100.0% Organic Cotton (RM0104)
ANGEL HAIR,Peru (PE),Raw Fibres,,Teresa CASAS,tcasasq@gmail.com,PJ. RICARDO GRAU NRO. 217,EGL/234644/GOTS/1510681/1,Ecocert Greenlife,2023-12-31,Undyed fibers (PC0034)
ANGELINCENTIVE - UNIPESSOAL LDA,Portugal (PT),Garments,,,,,CB-GOTS-CUC-03- 1237918,Control Union Certifications,2024-07-23,"Women's apparel (PC0002) T-shirts
singlets (PD0007) 100.0% Organic Cotton (RM0104) Organic"
"Anglotex – Confeções, Lda",Portugal (PT),Garments,,João Gomes,joaogomes@anglotex.pt,"Parque Industrial de Celeirós, 2ª Fase, Lote D2",CB-GOTS-CUC-03- 1010831,Control Union Certifications,2024-07-19,"Men's apparel (PC0001) Pants
cardigans (PD0004) 100.0%Organic Cotton (RM0104) Organic Men's apparel (PC0001) T-shirts
cardigans (PD0004) 100.0%Organic Cotton (RM0104) Organic Women's apparel (PC0002) T-shirts
pullovers
pullovers
singlets (PD0007) 100.0%Organic Cotton (RM0104) Organic
singlets (PD0007) 100.0%Organic Cotton (RM0104) Organic Unisex apparel (PC0005) T-shirts
singlets (PD0007) 100.0%Organic Cotton (RM0104) Organic Women's apparel (PC0002) Sweaters
trousers (PD0003) 100.0%Organic Cotton (RM0104) Organic Men's apparel (PC0001) Sweaters"
ANGRO BV,Netherlands (NL),"Children's wear, Ladieswear, Men's wear",,,,,CU 1150738,Control Union Certifications,2024-02-29,
"Anhui Chinlynn Apparel Co., Ltd.",China (CN),"Ladieswear, Men's wear",,,2679080111@qq.com,"B2 Building, Gongtou Fuyang SME Park, No.16 Hefei Avenue, Yingzhou District, Fuyang Anhui",012147,IDFL,2024-06-28,
"Anhui Dexing Textile Technology Co., Ltd",China (CN),"Babywear, Children's wear, Ladieswear, Men's wear",,,,"Buiding 16 Of The Textile And Clothing Industrial Park Of Funan County Economic Development Zone,",ETKO 00040073,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2024-03-29,"Socks
hosiery (PD0009)Babies' accessories (PD0014)"
"ANHUI ETENG GARMENT TECHNOLOGY CO., LTD",China (CN),Ladieswear,,,,"South Side of Century Avenue, East Side of Chuangye Road, North Side of Shigongshan Road,",USB TEX6694,USB Certification,2024-04-23,"Overcoats
jackets
vests (PD0001) - 100% organic cotton (RM0104)"
"ANHUI HONGXIANG SILK WEAVING Co.,Ltd",China (CN),Fabrics,,,,"Economic Development Zone,",285292,Ecocert Greenlife,2024-11-27,
"ANHUI HUAMAO TEXTILE CO., LTD",China (CN),"Fabrics, Yarns",,,,NO.80 SOUTH FANGZHI ROAD,EGL/236426/GOTS/1512889/1,Ecocert Greenlife,2023-12-31,COMBED YARNS
"Anhui Jingjiu Silk Co., Ltd",China (CN),Fabrics,,,,Economic and Technological Development Zone,280129,Ecocert Greenlife,2024-07-02,
"Anhui Lianfeng Silk Making Co., Ltd",China (CN),Raw Fibres,,Wu Jinmiao,292675078@qq.com,55 East Construction Road,CERES-0926,Ceres,2024-08-31,Raw silk (PD0076)
"Anhui Soho Fujin Organic Cocoon And Silk Co., Ltd Nanxi Branch",China (CN),"Raw Fibres, Yarns",,,,Nanxi Town,283559,Ecocert Greenlife,2024-09-03,
Anhui Sunrise Apparel Limited,China (CN),"Children's wear, Men's wear",,Jinzhao Liu,liujz@smart-shirts.com.cn,Industrial Park of Yingshang County,1012750,Control Union Certifications,2024-06-29,"Children's apparel (PC0004)
Men's apparel (PC0001)"
"Anhui Xinya New Materials Co.,Ltd.",China (CN),Yarns,,Yongjiang Li,123100941@qq.com,"No.1, West Qianjinlu, Anhui Juchao Economic Development Zone",1163654,Control Union Certifications,2024-05-10,Greige yarns (PC0030)
"Anhui Yingtong Textile Technology Co., Ltd.",China (CN),Fabrics,,,,,2479515,TÜV Rheinland (China),2024-01-11,Dyed fabrics (PC0025)
Anil Puri,Germany (DE),"Babywear, Children's wear, Garments, Accessories, Home Textiles",,,,,828011,Control Union Certifications,2024-04-25,"Babies' apparel (PC0003) Babies' accessories (PD0014) 100.0%Organic Cotton (RM0104) Babies' apparel (PC0003) Babies' clothing (PD0013) 100.0%Organic Cotton (RM0104) Babies' apparel (PC0003) Babies' clothing (PD0013) 20.0%Flax (Linen) (RM0108) 80.0%Organic Cotton (RM0104) Babies' apparel (PC0003) Babies' clothing (PD0013) 80.0%Organic Cotton (RM0104) 20.0%Wool (RM0077) Babies' apparel (PC0003) Babies' clothing (PD0013) 80.0%Organic Cotton (RM0104) 20.0%Silk (RM0065) Babies' apparel (PC0003) Hats
caps
caps
caps
caps
head coverings (PD0030) 100.0%Organic Cotton (RM0104) Babies' apparel (PC0003) Hats
head coverings (PD0030) 20.0%Flax (Linen) (RM0108) 80.0%Organic Cotton (RM0104) Babies' apparel (PC0003) Hats
head coverings (PD0030) 20.0%Silk (RM0065) 80.0%Organic Cotton (RM0104) Home textiles (PC0010) Babies' accessories (PD0014) 100.0%Organic Cotton (RM0104) Home textiles (PC0010) Babies' accessories (PD0014) 20.0%Flax (Linen) (RM0108) 80.0%Organic Cotton (RM0104) Home textiles (PC0010) Babies' accessories (PD0014) 70.0%Organic Cotton (RM0104) 30.0%Recycled pre/post-consumer Polyester (RM0187) Home textiles (PC0010) Babies' accessories (PD0014) 20.0%Wool (RM0077) 80.0%Organic Cotton (RM0104)
head coverings (PD0030) 80.0%Organic Cotton (RM0104) 20.0%Wool (RM0077) Babies' apparel (PC0003) Hats"
Anis Apparel,Pakistan (PK),"Ladieswear, Men's wear",,,,"Plot No. 165-166, Sector 23, Korangi Industrial Area",USB 002172,USB Certification,2024-07-18,"Pants
blouses (PD0005) - 100% organic cotton (RM0104) Activewear
sportswear (PD0008) - 100% organic cotton (RM0104) Suits
suit- pants (PD0002) - 100% organic cotton (RM0104)
trousers (PD0003) - 100% organic cotton (RM0104) Shirts"
ANISA CARPETS LIMITED,India (IN),Home Textiles,,,,"Bhadohi, Sant Ravidas Nagar, 221401 Bhadohi, Uttar Pradesh, India",GOTS-BVIN0098,Bureau Veritas,2024-10-08,
Anisa Overseas,India (IN),Product category (other),,Nobinoor Islam,anisaoverseas@gmail.com,,ICEA-TX-2553,ICEA Istituto per la Certificazione Etica e Ambientale,2024-04-11,"Dresses
Shirts
Women's apparel (PC0002) - Pants
blouses (PD0005)
skirts (PD0011)
trousers (PD0003)"
Anish India Exports LLP,India (IN),Ladieswear,,,,"Plot No.280-81, Udyog Vihar, Phase - VI, Gurugram, Gurgaon",GOTS-20200715,GSCS,2024-08-15,"Shirts
blouses (PD0005) Dresses
singlets (PD0007) Pants
skirts (PD0011) T-shirts
trousers (PD0003)"
